Project Id;Project Description
327;"Su objetivo es la puesta en marcha de una red de seguimiento de especies de flora y hábitats de interés comunitario (EIC e HIC respectivamente) en espacios de la red Natura 2000 en Aragón para conseguir información de primera mano que permita mejorar la gestión de las EIC y los HIC objeto del proyecto.
Para facilitar la toma de los datos en el campo y el envío de la información se ha desarrollado una aplicación móvil y una plataforma web que permite estas acciones de forma rápida y práctica. Se trata de una herramienta sencilla, tanto en su desarrollo para móviles como en web, que reproduce las necesidades informativas de cada nivel de muestreo. Previamente se debe realizar el registro como usuario, tras el que se otorga el acceso a ambas herramientas y ya se puede comenzar el envío de los datos.
La aplicación móvil está disponible en:
Google play: Biodiversidad Life para los dipositivos basados en Android
y Apple: Biodiversidad Life para los que utilizan el sistema operativo iOS
La dirección de la herramienta web es: Gobierno de Aragón: Biodiversidad LIFE
"
328;"El proyecto fue uno de los 24 finalistas del concurso de la NASA Space Apps. En una hackathon (evento en el que se reúnen programadores informáticos para compartir ideas y crear juntos) de 48 horas repartida por 95 ciudades de todo el mundo, más de 8.000 concursantes presentaron sus ideas, que podrán ganar en siete categorías distintas, y el proyecto de los aragoneses gustó al jurado. 
Los cuatro integrantes del equipo aragonés que pretende explorar el espacio con un robot libre de programación open source –lenguaje en el que se escriben los programas informáticos que puede ser modificado por cualquiera– tienen entre 23 y 46 años.  Se conocieron en la reunión de hackers Arduino Day de Zaragoza, el pasado 29 de marzo. Carlos Sicilia Til, ingeniero eléctrico y electrónico, había construido, a lo largo de ocho meses, una réplica plenamente funcional del robot Curiosity. Por pura pasión se gastó entre 3.000 y 4.000 euros de su bolsillo, aunque prefiere no hacer la cuenta total –""lo haces como hobby y te encuentras en esta situación un poco sin querer""–. Después, durante los dos días de concurso, el equipo programó la máquina.
"
329;"¡OJO A LAS INVASORAS! pretende aportar a la sociedad información de interés referente a las especies invasoras en el Mediterráneo además de implementar un sistema ciudadano de alerta y seguimiento.
"
330;"Vivencia Dehesa es fruto del proyecto de regeneración de la finca Valdepajares de Tajo,  declarada como  Área Privada de Interés Ecológico, primer y único espacio natural protegido privado de Extremadura. El proyecto se sostiene sobre tres pilares fundamentales: protección de la biodiversidad, producción de materias de alta calidad y divulgación. Todos están interconectados y son indispensables para el correcto funcionamiento del sistema.
"
331;"Todos los días, la investigación marina experimental necesita un mayor volumen de datos ambientales con mejor resolución que los que se pueden recopilar utilizando embarcaciones oceanográficas, boyas o sensores desplegados en el lecho marino. Los observatorios del fondo marino pueden adquirir datos con gran resolución de forma ininterrumpida durante largos períodos de tiempo. Con esta información, la comunidad científica puede analizar tanto las tendencias anuales como los eventos singulares. El observatorio submarino OBSEA (www.obsea.es) está conectado con 4 km de cable a la costa de Vilanova i la Geltrú (Barcelona, ??España) y colocado a una profundidad de 20 metros en un área protegida de pesca.
La principal ventaja del observatorio cableado es la capacidad de alimentar la estación desde tierra con hasta 3.6kW y el enlace de comunicación de alto ancho de banda de 1 Gbps. Este enlace brinda la información en tiempo real y evita los inconvenientes de los sistemas alimentados por baterías. La solución implementada es una red Ethernet óptica que transmite continuamente datos de los instrumentos oceanográficos conectados. Con OBSEA podemos observar en tiempo real múltiples parámetros del medio marino.
"
332;
333;
334;
335;"A través de este proyecto los ciudadanos pueden aprender a construir una boya oceanográfica KdUINO que tiene unos sensores que captan la intensidad de la luz del sol a diferentes profundidades dentro del agua y que se puede colocar en el mar (en un puerto o en un espigón) durante meses. Estos sensores acumulan la información sobre la cantidad de luz del sol que les llega. Los datos se pueden descargar posteriormente a nuestros móviles mediante una aplicación diseñada específicamente.
MARduino no es un proyecto aislado, es una de las muchas actividades y acciones que desde el proyecto científico europeo Citclops, una gran plataforma formada por diferentes expertos .
"
336;
337;"Socientize fue el primer proyecto financiado por el 7PM que abordó en profundidad la ciencia ciudadana. Como se define en el Libro Blanco sobre la ciencia ciudadana en Europa, escrito por más de 100 participantes en este proyecto, la ciencia ciudadana se refiere a la participación del público en general en actividades de investigación científica cuando contribuyen activamente a la ciencia, ya sea con su esfuerzo intelectual o el conocimiento circundante o con su herramientas y recursos. El proyecto buscó un enfoque holístico al mapear las actividades existentes en ciencia ciudadana, pero también creando otras nuevas. Todo esto, una vez analizado, sirvió de base para la creación de los Libros Verdes y Blancos sobre Ciencia Ciudadana en Europa, que fue una de las bases del programa SWAFS en H2020.
En particular, el proyecto logró:
-Fomentar la interacción y coordinación entre todos los actores de la ciencia ciudadana: investigadores, proveedores de recursos, administradores de sistemas y voluntarios de la sociedad. Se creó una interfaz común ofreciendo herramientas y espacios de trabajo comunes para todos ellos, mediante la implementación de la investigación de atracción de la sociedad y la presentación de resultados de una manera atractiva.
-Promoción de las capacidades de las infraestructuras humanas. El objetivo era convencer a otros proveedores y usuarios de infraestructura de investigación, investigadores especializados y personas en casa de que es posible hacer ciencia de alto nivel abriendo los laboratorios y facilitando la interacción y la contribución de los científicos aficionados.
-Integración de soluciones existentes y comunidades de usuarios que tienen como objetivo compartir experiencias e innovar creando soluciones comunes. Este proyecto también implementó un conjunto de experimentos concretos que se enfocan en temas específicos y agregó nuevos recursos a las infraestructuras de investigación disponibles.
-Recopilación e intercambio de mejores prácticas de usuario orientadas a la investigación, usuarios y proveedores de infraestructuras, así como recomendaciones de los responsables de políticas para implementar la ciencia ciudadana.
"
338;
339;"Desarrollamos, promovemos, visibilizamos e investigamos Ciencia Ciudadana
#HacemosCienciaCiudadana
"
340;"Visitas Guiadas
Red ZAC
Vivero de Emprendedores : 17 oficinas para emprendedores
Semillero de Ideas: una pre incubadora de empresas
Zona Empleo: dirigida a desempleados
La Colaboradora: un espacio de inteligencia colectiva
Yuzz: una lanzadera de proyectos para jóvenes menores de 30
InfoActiva: una asesoría para emprendedores
Made in Zaragoza: Cluster de economía creativa
Serpiente Roja
ThinkZAC: una laboratorio de conocimiento nómada
BJCubit: la primera biblioteca para jóvenes en España
"
341;Herramienta que permite estudiar la movilidad humana, registrándola a través de una aplicación para dispositivos móviles.
342;BioBlitz Barris pretende utilizar el método BioBlitz, en el que personas expertas, ciudadanos y ciudadanas trabajan cuerpo a cuerpo para identificar el máximo número de especies posible de un área determinada.
343;El proyecto InSPIRES apunta al levantamiento responsable de demandas sociales de cara a la construcción, a medio y largo plazo, de proyectos de investigación que aborden estas necesidades para la transformación social.
344;El proyecto recoge experimentos portátiles dirigidos a responder a inquietudes compartidas por grupos específicos de ciudadanos y ciudadanas.
345;Los líquenes son organismos singulares y muy resistentes: pueden vivir sobre roca y prosperar bajo condiciones climáticas y meteorológicas extremas.
